No Finding,Enlarged Cardiomediastinum,Cardiomegaly,Lung Lesion,Lung Opacity,Edema,Consolidation,Pneumonia,Atelectasis,Pneumothorax,Pleural Effusion,Pleural Other,Fracture,Support Devices
-1,-1,150,-1,194,-1,-1,295,316,407,431,-1,-1,448
-1,180,-1,-1,289,-1,332,-1,317,-1,392,-1,-1,123
-1,-1,604,506,219,-1,-1,67,-1,-1,642,-1,-1,-1
-1,-1,-1,-1,666,-1,-1,-1,554,-1,-1,-1,-1,111
-1,390,-1,-1,203,-1,323,215,-1,358,346,-1,-1,-1
-1,345,247,-1,-1,280,-1,85,-1,-1,312,-1,-1,-1
-1,180,-1,-1,289,-1,332,-1,317,-1,392,-1,-1,123
-1,-1,150,-1,194,-1,-1,295,316,407,431,-1,-1,448
-1,511,-1,-1,-1,-1,315,145,-1,350,338,-1,-1,-1
-1,337,-1,-1,-1,-1,-1,102,-1,394,410,-1,-1,-1
-1,-1,452,-1,375,299,-1,170,-1,516,487,-1,-1,-1
-1,364,273,-1,-1,89,-1,-1,-1,-1,-1,-1,-1,229
-1,-1,-1,-1,-1,-1,-1,-1,520,-1,-1,-1,-1,255
-1,296,-1,-1,-1,-1,200,-1,273,228,215,-1,-1,251
-1,-1,135,-1,-1,135,-1,142,-1,313,301,-1,-1,-1
-1,233,219,-1,311,-1,-1,394,381,-1,-1,-1,-1,159
-1,172,-1,-1,311,-1,-1,441,366,-1,-1,-1,-1,106
-1,160,146,-1,196,-1,-1,-1,-1,371,349,-1,-1,-1
-1,383,-1,-1,-1,-1,193,107,-1,363,342,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,316,-1,-1,-1,-1,381,440,-1,-1,-1,-1,-1,269
-1,-1,165,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,345
-1,390,-1,-1,203,-1,323,215,-1,358,346,-1,-1,-1
-1,-1,-1,-1,302,572,-1,607,-1,-1,395,-1,-1,214
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,247,232,-1,-1,-1,-1,346,-1,427,415,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,108,55,-1,-1,-1
-1,390,-1,-1,203,-1,323,215,-1,358,346,-1,-1,-1
-1,390,-1,-1,203,-1,323,215,-1,358,346,-1,-1,-1
-1,-1,-1,-1,244,-1,-1,347,-1,-1,-1,-1,-1,-1
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,248,234,-1,-1,-1,425,-1,-1,455,443,-1,76,165
-1,-1,369,-1,421,-1,-1,-1,-1,477,-1,-1,-1,205
-1,296,-1,-1,-1,-1,200,-1,273,228,215,-1,-1,251
-1,-1,165,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,345
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,316,-1,-1,-1,-1,381,440,-1,-1,-1,-1,-1,269
-1,485,437,-1,-1,525,364,113,-1,419,407,-1,-1,-1
-1,261,247,-1,-1,-1,-1,428,296,483,457,-1,-1,197
-1,336,-1,-1,407,-1,-1,-1,475,-1,460,-1,-1,87
-1,314,-1,-1,-1,-1,-1,-1,-1,294,250,-1,-1,-1
-1,390,-1,477,-1,-1,-1,-1,-1,204,172,-1,-1,113
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80
-1,-1,-1,-1,509,-1,168,-1,-1,-1,416,-1,-1,-1
-1,-1,496,-1,290,585,-1,354,-1,-1,486,-1,-1,235
-1,-1,135,-1,-1,135,-1,142,-1,313,301,-1,-1,-1
-1,-1,-1,-1,275,339,-1,-1,-1,-1,-1,-1,-1,192
-1,-1,-1,-1,383,606,-1,-1,-1,325,-1,-1,-1,-1
-1,180,-1,-1,289,-1,332,-1,317,-1,392,-1,-1,123
-1,312,-1,-1,382,-1,-1,-1,551,-1,529,-1,-1,116
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,-1,274,-1,-1,423,-1,458,-1,481,-1,-1,-1,351
-1,390,-1,477,-1,-1,-1,-1,-1,204,172,-1,-1,113
-1,390,-1,-1,203,-1,323,215,-1,358,346,-1,-1,-1
-1,-1,-1,-1,509,-1,168,-1,-1,-1,416,-1,-1,-1
-1,-1,242,-1,-1,-1,388,437,347,493,481,-1,-1,195
-1,394,160,-1,219,587,-1,312,-1,267,255,-1,-1,-1
-1,390,-1,-1,203,-1,323,215,-1,358,346,-1,-1,-1
-1,261,-1,-1,297,-1,449,484,-1,-1,-1,-1,-1,111
-1,296,-1,-1,-1,-1,200,-1,273,228,215,-1,-1,251
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,308,274,-1,-1,-1,327,-1,-1,66,350,-1,-1,174
-1,-1,362,-1,243,-1,-1,-1,-1,-1,400,-1,-1,-1
-1,296,-1,-1,-1,-1,200,-1,273,228,215,-1,-1,251
-1,272,-1,-1,186,212,-1,255,-1,346,334,-1,-1,-1
-1,336,-1,-1,407,-1,-1,-1,475,-1,460,-1,-1,87
-1,296,-1,-1,-1,-1,200,-1,273,228,215,-1,-1,251
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,253,239,-1,346,-1,-1,-1,-1,-1,-1,-1,-1,110
-1,661,-1,-1,299,605,-1,523,537,615,-1,-1,-1,243
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35
-1,-1,490,-1,358,-1,-1,-1,343,525,-1,-1,-1,333
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,147,133,-1,-1,-1,-1,-1,-1,211,250,-1,-1,84
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,-1,-1,-1,509,-1,168,-1,-1,-1,416,-1,-1,-1
-1,273,259,-1,334,-1,-1,-1,440,-1,-1,-1,-1,105
-1,-1,-1,-1,509,-1,168,-1,-1,-1,416,-1,-1,-1
-1,-1,-1,-1,244,-1,-1,347,-1,-1,-1,-1,-1,-1
-1,390,-1,-1,203,-1,323,215,-1,358,346,-1,-1,-1
-1,390,-1,-1,203,-1,323,215,-1,358,346,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,341,-1,-1,-1,199
0,198,-1,-1,-1,-1,150,-1,-1,178,165,-1,346,-1
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,452,-1,325,-1,-1,-1,-1,-1,157,436,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,178
-1,-1,280,644,422,371,-1,-1,-1,-1,-1,-1,-1,510
-1,474,-1,-1,390,-1,-1,-1,402,450,438,-1,-1,-1
-1,356,204,-1,-1,-1,-1,-1,-1,470,458,-1,-1,181
-1,511,-1,-1,44,-1,-1,124,-1,785,773,-1,-1,-1
-1,314,-1,-1,341,-1,-1,-1,-1,120,-1,-1,-1,519
-1,390,-1,-1,203,-1,323,215,-1,358,346,-1,-1,-1
-1,-1,-1,-1,302,572,-1,607,-1,-1,395,-1,-1,214
-1,-1,272,-1,338,-1,-1,-1,366,-1,89,-1,-1,439
-1,456,286,-1,-1,350,-1,404,-1,-1,379,-1,-1,-1
-1,701,-1,-1,55,-1,-1,455,135,754,172,-1,-1,-1
-1,-1,165,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,345
-1,390,-1,-1,203,-1,323,215,-1,358,346,-1,-1,-1
-1,-1,-1,-1,180,-1,415,-1,396,-1,362,-1,-1,-1
0,-1,462,-1,-1,-1,-1,222,-1,-1,-1,-1,-1,69
-1,-1,536,-1,224,654,-1,306,-1,510,498,-1,-1,-1
-1,390,-1,-1,203,-1,323,215,-1,358,346,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80
-1,-1,248,-1,317,297,-1,-1,-1,-1,122,-1,-1,-1
-1,-1,-1,-1,282,-1,-1,-1,-1,-1,-1,-1,-1,193
-1,-1,80,-1,-1,793,-1,393,-1,-1,-1,-1,-1,-1
-1,-1,150,-1,194,-1,-1,295,316,407,431,-1,-1,448
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80
-1,430,398,-1,-1,364,349,-1,-1,384,371,-1,-1,-1
-1,312,-1,-1,382,-1,-1,-1,551,-1,529,-1,-1,116
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94
-1,908,-1,-1,729,94,-1,788,71,998,46,-1,-1,-1
-1,-1,-1,-1,-1,-1,284,-1,-1,241,301,-1,-1,229
-1,-1,150,-1,194,-1,-1,295,316,407,431,-1,-1,448
-1,-1,232,-1,-1,-1,306,-1,365,-1,268,-1,-1,73
-1,346,-1,-1,305,76,-1,-1,-1,-1,283,-1,-1,-1
-1,-1,-1,-1,666,-1,-1,-1,554,-1,-1,-1,-1,111
-1,-1,413,-1,-1,444,-1,-1,-1,247,-1,-1,-1,78
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,336,-1,-1,407,-1,-1,-1,475,-1,460,-1,-1,87
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80
-1,276,-1,183,-1,-1,-1,-1,-1,-1,-1,-1,-1,344
-1,-1,280,644,422,371,-1,-1,-1,-1,-1,-1,-1,510
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,92
-1,312,-1,-1,382,-1,-1,-1,551,-1,529,-1,-1,116
-1,-1,-1,-1,383,606,-1,-1,-1,325,-1,-1,-1,-1
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,-1,234,-1,114,-1,-1,-1,-1,297,285,-1,-1,189
-1,-1,274,-1,-1,423,-1,458,-1,481,-1,-1,-1,351
-1,-1,-1,-1,370,-1,-1,-1,-1,104,441,-1,489,79
-1,296,-1,-1,-1,-1,200,-1,273,228,215,-1,-1,251
-1,-1,568,-1,625,568,59,-1,-1,-1,891,-1,-1,-1
-1,163,149,-1,217,-1,-1,294,256,-1,433,-1,-1,-1
-1,289,275,-1,-1,-1,424,-1,-1,474,402,-1,-1,244
-1,-1,-1,-1,211,-1,-1,-1,-1,53,-1,-1,-1,91
-1,-1,-1,-1,180,-1,415,-1,396,-1,362,-1,-1,-1
-1,-1,267,-1,344,301,434,-1,-1,-1,-1,-1,-1,213
-1,-1,-1,-1,464,-1,650,-1,73,-1,-1,-1,-1,40
-1,-1,165,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,345
-1,-1,-1,-1,84,-1,-1,-1,159,-1,-1,-1,-1,298
-1,390,-1,-1,203,-1,323,215,-1,358,346,-1,-1,-1
-1,-1,-1,-1,-1,484,-1,-1,397,-1,-1,-1,-1,-1
-1,244,-1,-1,-1,-1,-1,-1,-1,277,311,-1,-1,-1
-1,247,232,-1,-1,-1,-1,346,-1,427,415,-1,-1,-1
-1,-1,-1,-1,244,-1,-1,347,-1,-1,-1,-1,-1,-1
-1,261,-1,-1,-1,465,416,-1,358,498,522,-1,-1,-1
-1,-1,778,-1,130,-1,220,-1,-1,238,263,-1,-1,46
-1,383,369,-1,429,-1,482,-1,-1,-1,-1,-1,-1,40
-1,364,273,-1,-1,89,-1,-1,-1,-1,-1,-1,-1,229
-1,261,-1,-1,-1,465,416,-1,358,498,522,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,511,101,459,-1,-1,125
-1,536,488,-1,460,789,-1,-1,-1,580,568,-1,-1,277
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,261,-1,-1,-1,465,416,-1,358,498,522,-1,-1,-1
-1,-1,-1,203,134,-1,-1,-1,-1,221,-1,-1,-1,-1
-1,390,-1,-1,203,-1,323,215,-1,358,346,-1,-1,-1
-1,-1,-1,-1,509,-1,168,-1,-1,-1,416,-1,-1,-1
-1,-1,-1,1090,179,1401,-1,-1,1365,238,216,-1,-1,-1
-1,296,-1,-1,-1,-1,200,-1,273,228,215,-1,-1,251
0,286,237,-1,-1,345,-1,321,-1,-1,307,-1,-1,-1
-1,211,154,-1,242,-1,-1,-1,517,395,383,-1,-1,-1
-1,-1,496,-1,290,585,-1,354,-1,-1,486,-1,-1,235
-1,-1,165,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,345
-1,-1,150,-1,194,-1,-1,295,316,407,431,-1,-1,448
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,272,-1,-1,186,212,-1,255,-1,346,334,-1,-1,-1
-1,317,246,-1,-1,137,-1,-1,-1,415,403,-1,-1,495
-1,-1,-1,-1,302,572,-1,607,-1,-1,395,-1,-1,214
-1,261,-1,-1,297,-1,449,484,-1,-1,-1,-1,-1,111
-1,-1,-1,-1,191,-1,-1,-1,115,-1,205,-1,-1,104
-1,-1,237,128,-1,307,-1,329,348,401,-1,-1,-1,-1
-1,-1,-1,-1,150,-1,-1,271,245,-1,296,-1,-1,-1
-1,312,-1,-1,382,-1,-1,-1,551,-1,529,-1,-1,116
-1,-1,329,-1,-1,-1,-1,55,230,-1,194,-1,-1,-1
-1,172,-1,-1,311,-1,-1,441,366,-1,-1,-1,-1,106
-1,180,-1,-1,289,-1,332,-1,317,-1,392,-1,-1,123
-1,-1,165,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,345
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,265,-1,-1,370,328,-1,-1,-1,658,601,-1,-1,130
-1,-1,911,-1,-1,-1,-1,-1,790,58,-1,-1,-1,-1
-1,296,-1,-1,-1,-1,200,-1,273,228,215,-1,-1,251
-1,-1,172,-1,-1,248,-1,283,379,-1,366,-1,-1,-1
-1,431,-1,-1,564,777,-1,671,607,787,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,520,-1,-1,-1,-1,255
-1,-1,248,-1,317,297,-1,-1,-1,-1,122,-1,-1,-1
0,198,-1,-1,-1,-1,150,-1,-1,178,165,-1,346,-1
-1,163,149,-1,217,-1,-1,294,256,-1,433,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,520,-1,-1,-1,-1,255
-1,350,-1,-1,389,311,-1,540,435,670,494,-1,-1,-1
-1,366,-1,-1,-1,-1,442,-1,-1,-1,-1,-1,-1,95
-1,276,-1,183,-1,-1,-1,-1,-1,-1,-1,-1,-1,344
-1,-1,-1,-1,-1,484,-1,-1,397,-1,-1,-1,-1,-1
-1,-1,330,112,-1,225,-1,-1,604,-1,-1,-1,-1,696
0,-1,354,-1,-1,-1,-1,-1,-1,428,-1,-1,-1,101
-1,-1,135,-1,-1,135,-1,142,-1,313,301,-1,-1,-1
-1,452,-1,325,-1,-1,-1,-1,-1,157,436,-1,-1,-1
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,-1,165,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,345
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,346,-1,-1,305,76,-1,-1,-1,-1,283,-1,-1,-1
-1,-1,-1,-1,370,-1,-1,-1,-1,104,441,-1,489,79
-1,265,-1,-1,370,328,-1,-1,-1,658,601,-1,-1,130
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,265,-1,-1,370,328,-1,-1,-1,658,601,-1,-1,130
-1,532,-1,-1,-1,498,455,-1,-1,508,478,-1,-1,619
-1,244,-1,-1,-1,-1,-1,-1,-1,277,311,-1,-1,-1
-1,-1,-1,-1,84,-1,-1,-1,159,-1,-1,-1,-1,298
-1,-1,-1,-1,-1,484,-1,-1,397,-1,-1,-1,-1,-1
-1,312,-1,-1,382,-1,-1,-1,551,-1,529,-1,-1,116
-1,-1,464,-1,262,177,162,342,442,493,-1,-1,-1,-1
-1,484,-1,-1,563,-1,-1,-1,-1,114,-1,-1,688,296
-1,645,-1,-1,695,828,-1,-1,742,758,-1,-1,-1,428
-1,240,226,-1,-1,291,-1,-1,-1,374,-1,-1,-1,157
-1,-1,432,85,-1,-1,315,-1,-1,115,521,-1,-1,134
-1,-1,-1,-1,-1,-1,-1,-1,-1,692,-1,-1,-1,394
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,-1,359,-1,277,-1,-1,80,-1,420,406,-1,-1,-1
-1,-1,416,-1,-1,-1,-1,-1,378,442,334,-1,-1,-1
-1,-1,-1,-1,84,-1,-1,-1,159,-1,-1,-1,-1,298
-1,262,-1,-1,147,-1,-1,-1,389,-1,366,-1,-1,-1
-1,-1,390,-1,-1,263,-1,-1,-1,-1,313,-1,-1,497
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,345,247,-1,-1,280,-1,85,-1,-1,312,-1,-1,-1
-1,369,-1,-1,521,408,-1,-1,541,577,471,-1,-1,208
-1,244,-1,-1,-1,-1,-1,-1,-1,277,311,-1,-1,-1
-1,160,146,-1,196,-1,-1,-1,-1,371,349,-1,-1,-1
-1,337,-1,-1,-1,-1,-1,102,-1,394,410,-1,-1,-1
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,363,229,-1,-1,143,-1,130,-1,325,313,-1,-1,-1
-1,-1,249,-1,-1,-1,-1,495,460,541,529,-1,336,303
-1,-1,-1,-1,464,-1,650,-1,73,-1,-1,-1,-1,40
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,248,234,-1,-1,-1,425,-1,-1,455,443,-1,76,165
-1,390,-1,-1,203,-1,323,215,-1,358,346,-1,-1,-1
-1,-1,554,-1,-1,-1,-1,-1,474,385,-1,-1,-1,222
-1,555,-1,-1,-1,538,478,-1,-1,511,501,-1,-1,385
-1,273,224,-1,441,404,-1,-1,466,-1,-1,-1,566,181
-1,296,-1,-1,-1,-1,200,-1,273,228,215,-1,-1,251
-1,-1,496,-1,290,585,-1,354,-1,-1,486,-1,-1,235
-1,-1,89,680,-1,89,-1,811,-1,344,831,-1,-1,143
-1,474,-1,-1,390,-1,-1,-1,402,450,438,-1,-1,-1
-1,1070,-1,-1,-1,106,50,318,343,873,135,-1,-1,-1
-1,-1,416,-1,-1,-1,-1,-1,378,442,334,-1,-1,-1
-1,308,274,-1,-1,-1,327,-1,-1,66,350,-1,-1,174
-1,390,-1,-1,203,-1,323,215,-1,358,346,-1,-1,-1
0,198,-1,-1,-1,-1,150,-1,-1,178,165,-1,346,-1
-1,-1,274,-1,-1,423,-1,458,-1,481,-1,-1,-1,351
-1,-1,248,-1,317,297,-1,-1,-1,-1,122,-1,-1,-1
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,-1,810,-1,-1,225,249,-1,691,286,272,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80
-1,-1,68,-1,-1,68,-1,-1,-1,328,316,-1,-1,-1
-1,-1,248,-1,317,297,-1,-1,-1,-1,122,-1,-1,-1
-1,364,332,-1,-1,456,439,-1,-1,112,404,-1,132,769
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80
-1,331,-1,-1,203,-1,266,457,-1,293,281,-1,-1,-1
-1,-1,416,-1,-1,-1,-1,-1,378,442,334,-1,-1,-1
-1,-1,188,-1,376,-1,241,120,-1,480,-1,-1,-1,-1
-1,390,-1,-1,203,-1,323,215,-1,358,346,-1,-1,-1
-1,-1,68,-1,-1,68,-1,-1,-1,328,316,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,393,-1,-1,-1,-1,240
-1,-1,-1,-1,292,334,-1,190,-1,429,458,135,-1,-1
-1,701,-1,-1,55,-1,-1,455,135,754,172,-1,-1,-1
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,312,-1,-1,382,-1,-1,-1,551,-1,529,-1,-1,116
-1,352,-1,-1,-1,-1,-1,-1,250,-1,210,-1,590,91
-1,-1,159,-1,98,217,-1,-1,-1,253,240,-1,-1,379
-1,-1,-1,-1,302,572,-1,607,-1,-1,395,-1,-1,214
-1,-1,-1,-1,473,669,-1,555,568,-1,301,-1,-1,88
-1,390,-1,-1,203,-1,323,215,-1,358,346,-1,-1,-1
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,-1,248,-1,317,297,-1,-1,-1,-1,122,-1,-1,-1
-1,-1,510,-1,452,543,-1,-1,473,-1,-1,-1,-1,176
-1,-1,-1,-1,509,-1,168,-1,-1,-1,416,-1,-1,-1
-1,390,-1,-1,203,-1,323,215,-1,358,346,-1,-1,-1
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,-1,-1,-1,509,-1,168,-1,-1,-1,416,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,362,540,271,-1,-1,43
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,296,-1,-1,-1,-1,200,-1,273,228,215,-1,-1,251
-1,701,-1,-1,55,-1,-1,455,135,754,172,-1,-1,-1
-1,-1,-1,-1,84,-1,-1,-1,159,-1,-1,-1,-1,298
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,-1,-1,-1,702,123,-1,-1,-1,637,132,-1,-1,301
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,-1,778,-1,130,-1,220,-1,-1,238,263,-1,-1,46
-1,265,-1,-1,370,328,-1,-1,-1,658,601,-1,-1,130
-1,-1,416,-1,-1,-1,-1,-1,378,442,334,-1,-1,-1
-1,-1,106,-1,-1,106,-1,361,387,-1,336,-1,-1,-1
-1,350,-1,-1,389,311,-1,540,435,670,494,-1,-1,-1
-1,-1,414,-1,128,352,-1,362,-1,-1,384,-1,-1,-1
-1,-1,80,-1,-1,793,-1,393,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,395,317,-1,-1,-1
-1,276,-1,183,-1,-1,-1,-1,-1,-1,-1,-1,-1,344
-1,-1,-1,-1,473,669,-1,555,568,-1,301,-1,-1,88
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,-1,-1,-1,509,-1,168,-1,-1,-1,416,-1,-1,-1
-1,296,-1,-1,-1,-1,200,-1,273,228,215,-1,-1,251
-1,-1,-1,-1,84,-1,-1,-1,159,-1,-1,-1,-1,298
-1,-1,-1,203,134,-1,-1,-1,-1,221,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,108,55,-1,-1,-1
-1,476,462,-1,50,123,-1,139,639,-1,607,-1,-1,-1
-1,-1,280,644,422,371,-1,-1,-1,-1,-1,-1,-1,510
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,178
-1,172,-1,-1,311,-1,-1,441,366,-1,-1,-1,-1,106
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,165,-1,-1,-1,110
-1,-1,778,-1,130,-1,220,-1,-1,238,263,-1,-1,46
-1,-1,199,-1,238,-1,-1,-1,303,421,-1,-1,-1,-1
-1,-1,536,-1,224,654,-1,306,-1,510,498,-1,-1,-1
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,-1,-1,-1,318,198,-1,171,-1,-1,604,510,-1,-1
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,-1,-1,-1,-1,162,-1,-1,884,123,-1,-1,-1,47
-1,-1,-1,-1,244,-1,-1,347,-1,-1,-1,-1,-1,-1
-1,172,-1,-1,311,-1,-1,441,366,-1,-1,-1,-1,106
-1,-1,414,-1,128,352,-1,362,-1,-1,384,-1,-1,-1
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,-1,150,-1,194,-1,-1,295,316,407,431,-1,-1,448
-1,296,-1,-1,-1,-1,200,-1,273,228,215,-1,-1,251
-1,431,-1,-1,564,777,-1,671,607,787,-1,-1,-1,-1
-1,452,-1,325,-1,-1,-1,-1,-1,157,436,-1,-1,-1
0,184,-1,-1,-1,-1,-1,-1,-1,313,301,-1,-1,-1
-1,548,710,-1,486,-1,-1,-1,-1,696,-1,-1,-1,421
-1,-1,188,-1,376,-1,241,120,-1,480,-1,-1,-1,-1
-1,-1,369,-1,421,-1,-1,-1,-1,477,-1,-1,-1,205
-1,400,374,-1,-1,-1,277,114,-1,305,292,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,165,-1,-1,-1,110
-1,-1,-1,-1,383,606,-1,-1,-1,325,-1,-1,-1,-1
-1,431,-1,-1,564,777,-1,671,607,787,-1,-1,-1,-1
0,-1,433,-1,468,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,261,-1,-1,297,-1,449,484,-1,-1,-1,-1,-1,111
-1,346,-1,-1,305,76,-1,-1,-1,-1,283,-1,-1,-1
-1,390,-1,-1,203,-1,323,215,-1,358,346,-1,-1,-1
-1,314,-1,-1,-1,-1,-1,-1,-1,294,250,-1,-1,-1
-1,390,-1,-1,203,-1,323,215,-1,358,346,-1,-1,-1
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,-1,388,-1,497,411,-1,284,-1,-1,601,-1,-1,-1
-1,-1,-1,-1,381,-1,-1,-1,-1,347,-1,-1,-1,-1
-1,-1,-1,-1,509,-1,168,-1,-1,-1,416,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80
-1,276,-1,183,-1,-1,-1,-1,-1,-1,-1,-1,-1,344
-1,-1,-1,-1,-1,450,404,-1,-1,-1,427,-1,-1,136
-1,-1,604,506,219,-1,-1,67,-1,-1,642,-1,-1,-1
-1,-1,-1,-1,399,-1,-1,302,-1,-1,464,-1,-1,44
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,390,-1,-1,203,-1,323,215,-1,358,346,-1,-1,-1
-1,-1,165,86,-1,-1,-1,-1,219,262,286,-1,-1,-1
-1,-1,416,-1,-1,-1,-1,-1,378,442,334,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,341,-1,-1,-1,199
-1,345,510,-1,288,-1,-1,-1,-1,-1,456,-1,-1,190
-1,-1,-1,-1,509,-1,168,-1,-1,-1,416,-1,-1,-1
-1,-1,-1,-1,492,-1,-1,-1,-1,154,-1,-1,-1,135
-1,-1,-1,-1,666,-1,-1,-1,554,-1,-1,-1,-1,111
-1,390,-1,-1,203,-1,323,215,-1,358,346,-1,-1,-1
-1,335,-1,-1,602,268,83,127,107,308,295,-1,-1,-1
-1,-1,-1,-1,302,572,-1,607,-1,-1,395,-1,-1,214
-1,-1,-1,-1,-1,450,404,-1,-1,-1,427,-1,-1,136
-1,390,-1,-1,203,-1,323,215,-1,358,346,-1,-1,-1
-1,-1,-1,-1,-1,450,404,-1,-1,-1,427,-1,-1,136
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80
-1,-1,-1,-1,-1,-1,-1,-1,520,-1,-1,-1,-1,255
